clnt_id,clnt_gender,clnt_age,clnt_device,clnt_device_get,has_car,has_estate,clnt_children,clnt_income,clnt_pick,clnt_fortune,clnt_status,clnt_system,spend_last,spend_level,spend_points,manager_contact,is_premium
3289,1,22,(O@$+)2-Iq,YEKQrtjpUQRrhKaT6YRU,1,1,2,260000,5,25,14,1,1428,400,0,,
3292,0,28,6J4&mF&#tl,Jsdxxb8QCqG5031DdLI5,1,0,0,150000,0,19,5,2,1428,1000,0,,
3296,0,22,py_Z4O$Gg+,u6H8Em4pxxagN7S8TAR5,,0,0,240000,0,23,7,2,1428,500,0,,
3300,0,21,N)Eb*EJXD4,DB4FszVdkc5Qli9kSmrp,0,0,1,350000,8,9,6,1,1428,104,0,,
3301,1,21,6J4&mF&#tl,yhUtC1GSVpWWNPCI9EYo,1,0,0,70000,8,10,1,1,1428,4900,0,,
3302,0,1959,exk&etBeLF,vgIXi0LgoZHQ71Mmekm1,0,0,0,90000,9,11,2,1,1428,300,0,,
3303,,33,4(*Kax8&YS,vtFJx028ksA5j1r4Gevb,1,0,0,220000,2,12,3,1,1428,200,0,,
3304,0,44,R6B&KN5OOi,TM4ptl78Lwzhng7PAY4G,1,0,0,210000,4,13,2,1,1428,800,0,7122,
3305,0,23,)!%OA9qpZP,6153L0t8XPPwrqlaHrPc,0,0,2,380000,3,14,1,1,1428,25,0,,
3308,0,22,6J4&mF&#tl,a25dNMsZKjRHnhp7WJkD,0,0,0,350000,7,17,10,1,1417,50,0,,
3315,1,1900,Nljw_d_PZV,Jsdxxb8QCqG5031DdLI5,1,0,1,10000,1,15,0,1,1428,600,0,,
3318,1,24,xAZj4fx97F,noI8N7cvgfYPRswJVqSt,1,0,0,350000,2,18,6,1,1428,120,0,,
3319,1,1900,_cbxM0a-Yi,JZxqPj2lkI5WfrXtLR8h,1,,0,200000,8,19,13,1,1428,560,0,,
3322,1,23,AWrJqks-tw,nBFBZ7ZONkLc6OswKgos,1,1,0,30000,3,13,7,1,1428,250,0,,
3323,1,24,&UiIgr6b05,6153L0t8XPPwrqlaHrPc,0,0,0,180000,5,14,5,1,1428,300,0,,
3324,1,32,)!%OA9qpZP,bDs6Xe2iNTT7AkzC2PVT,0,0,1,340000,3,15,9,1,1412,160,0,,
3325,1,30,Y1+5*e_(9D,i9jqpetwkZDeguJpCWVc,0,1,1,250000,5,16,13,1,1428,19,0,,
3327,0,30,WUn^8@yRRZ,T9HRiTpDzJk0xkhhMyUc,0,0,0,120000,1,18,15,1,1428,550,0,,
3329,1,34,Nljw_d_PZV,"",0,0,0,70000,9,20,9,1,1428,320,0,,
3330,0,31,pi&NYvrpiu,TM4ptl78Lwzhng7PAY4G,1,1,0,250000,3,12,6,1,1428,1439,0,,
3333,0,36,tyOjI2@FcB,nrQMSSqhv27ILkeKQI8X,0,0,0,40000,2,15,3,1,1428,300,0,,
3336,1,27,4!5PbGR!VN,yHrDLKQ3V9TnmM5OZdNu,1,0,1,320000,3,18,6,1,1428,400,0,,
3340,1,27,rcJgTotoi8,Jw5OmlNzw1TWSySS8Kz6,1,0,0,60000,4,13,12,1,1428,100,0,,
3344,,23,ghOfqAzHdO,DLtGblMWq46ducD1uhFp,0,0,0,50000,0,17,12,2,1428,200,0,,
3347,1,34,6J4&mF&#tl,vtFJx028ksA5j1r4Gevb,0,0,0,130000,0,20,7,2,1428,132,0,,
3348,0,26,AWrJqks-tw,u6H8Em4pxxagN7S8TAR5,1,,0,280000,6,21,9,1,1428,90,0,,
3351,1,20,A&D5V21q5$,DB4FszVdkc5Qli9kSmrp,0,,0,120000,7,15,6,1,1428,63,0,,
3353,1,29,rreI!9jkPq,6153L0t8XPPwrqlaHrPc,,0,0,260000,8,17,4,3,1428,100,0,,
3356,1,27,m1o4W&JCvy,Xlh4OkBJvFkCElKYmKNQ,0,0,0,280000,8,20,16,2,1428,400,0,,
3358,0,37,nR4%tYIRXv,xr1OdesOO44Ufzhxxw59,0,0,0,220000,5,22,14,1,1428,150,0,,
3359,0,24,ghOfqAzHdO,liZPCZF6tFgGEt1bTPHs,,0,1,70000,2,23,1,1,1428,500,0,,
3361,0,28,ghOfqAzHdO,oy7aZVGbnl73VxOs01nQ,0,0,0,300000,2,16,1,1,1428,340,0,,
3362,0,24,pi&NYvrpiu,pup1FL83CRpbaMg9C534,,0,1,190000,3,17,13,2,1428,300,0,,
3365,1,26,Bg01S^%Jfy,bDs6Xe2iNTT7AkzC2PVT,0,1,1,230000,1,20,5,1,1428,30,0,,
3366,1,25,rreI!9jkPq,4tn4ahgRkWMzsSCk5tnp,,0,0,390000,1,21,6,1,1428,300,0,,
3370,1,25,tZet+bbIC_,U5K7lQEiD5wBoxQfY6Tz,1,0,0,120000,6,16,10,1,1428,1,0,,
3372,1,37,nR4%tYIRXv,u6H8Em4pxxagN7S8TAR5,0,0,0,190000,2,18,6,1,1428,27,0,,
3374,0,26,jso!fQ*Q7x,DUPFnmZiv2kqwJJgYK0p,1,0,0,180000,0,20,14,1,1428,240,0,,
3378,0,25,R6B&KN5OOi,liZPCZF6tFgGEt1bTPHs,1,0,0,320000,9,24,18,1,1428,1500,0,,
3381,1,28,^+3(I8C%&b,DLtGblMWq46ducD1uhFp,0,0,0,210000,6,18,15,2,1428,120,0,,
3382,1,30,6J4&mF&#tl,U5K7lQEiD5wBoxQfY6Tz,0,0,0,380000,2,19,0,1,1428,200,0,,
3386,1,27,6J4&mF&#tl,Jsdxxb8QCqG5031DdLI5,1,0,0,30000,5,23,5,1,1428,300,0,,
3388,1,32,m1o4W&JCvy,nBFBZ7ZONkLc6OswKgos,1,0,0,5000000,1,25,13,1,1428,500,0,,
3390,0,31,pi&NYvrpiu,pup1FL83CRpbaMg9C534,0,0,0,50000,6,18,6,1,1428,500,0,,
3393,0,20,IgSHlRCsd#,U5K7lQEiD5wBoxQfY6Tz,1,0,0,130000,5,21,12,2,1428,500,0,,
3394,1,33,"",AACwntwTHc6JRW83FHAG,1,0,0,180000,9,22,6,2,1428,1000,0,,
3397,0,41,sUse$3S4Z%,DUPFnmZiv2kqwJJgYK0p,0,0,0,120000,2,25,22,1,1428,358,0,,
3398,1,26,)!%OA9qpZP,hpPCHpM0tO0AhtuGoypP,,0,0,230000,5,26,18,1,1428,400,0,,
3399,,1916,fXm+BayjVA,nrQMSSqhv27ILkeKQI8X,1,0,0,360000,8,27,24,1,1428,1040,0,,
3400,1,19,fXm+BayjVA,U5K7lQEiD5wBoxQfY6Tz,1,0,0,330000,2,10,0,1,1428,222,0,,
3401,1,22,m4Onx$jC_+,pup1FL83CRpbaMg9C534,1,0,0,130000,4,11,2,2,1428,337,0,,
3403,0,38,rcJgTotoi8,Y7jY0XTUnViV2gtx79xG,1,0,0,300000,9,13,10,1,1428,600,0,,
3407,0,24,@bM12Da%6&,i9jqpetwkZDeguJpCWVc,0,0,1,500000,9,17,7,1,1428,2000,0,,
3410,1,21,_)nAgN9)Gz,NW1ON108010azsYbnTXl,0,0,1,500000,2,11,0,1,1428,200,0,,
3411,0,28,m1o4W&JCvy,AtzkQytHAijh7cklGMUl,1,0,0,130000,8,12,3,1,1428,670,0,,
3413,0,23,_cbxM0a-Yi,TM4ptl78Lwzhng7PAY4G,0,0,2,110000,3,14,11,1,1428,300,0,,
3418,1,22,!Zusbz4GJ@,yhUtC1GSVpWWNPCI9EYo,0,0,1,310000,6,19,17,1,1428,60,0,,
3419,1,20,@bM12Da%6&,bDs6Xe2iNTT7AkzC2PVT,0,0,0,310000,0,20,19,1,1428,400,0,,
3421,1,25,&qrVc7H^jE,liZPCZF6tFgGEt1bTPHs,0,0,0,320000,2,13,2,1,1428,400,0,,
3423,0,34,py_Z4O$Gg+,AACwntwTHc6JRW83FHAG,0,0,0,60000,5,15,3,1,1428,2000,0,,
3424,0,20,jso!fQ*Q7x,qhf9RhOTHsX15m3UzA94,1,0,1,140000,0,16,0,2,1428,850,0,,
3427,1,46,$pffcP&pkj,TM4ptl78Lwzhng7PAY4G,1,0,0,210000,6,19,7,2,1428,420,0,7122,
3428,1,22,Bg01S^%Jfy,qhf9RhOTHsX15m3UzA94,0,0,0,130000,3,20,8,1,1428,25,0,,
3430,0,26,T+BA%psI8c,2gvyGkNTz6z7lM5GuVPN,0,,0,240000,5,13,11,1,1428,60,0,,
3434,0,26,AWrJqks-tw,SYy2B7hNPyV792L5eCqu,0,0,0,370000,5,17,0,2,1428,40,0,,
3437,1,26,"","",0,0,1,280000,8,20,17,1,1428,1854,0,,
3441,1,33,Y1+5*e_(9D,b2ZbgyfuDZYdwsGZq0N9,1,0,1,170000,7,15,6,1,1428,1000,0,,
3443,0,32,^+3(I8C%&b,i9jqpetwkZDeguJpCWVc,1,1,0,300000,0,17,9,1,1428,110,0,,
3444,0,29,gTkSzDk+OA,pup1FL83CRpbaMg9C534,0,0,0,200000,9,18,6,1,1428,494,0,,
3445,1,23,m1o4W&JCvy,Wlb9y8b5EujLakHZQZ0D,,0,0,20000,9,19,6,2,1428,400,0,,
3446,0,27,R6B&KN5OOi,EAE3RcxIwQfn3oIbcXZN,0,0,0,230000,5,20,6,1,1428,317,0,,
3448,0,23,jso!fQ*Q7x,jEt2cvpo9kv8BjV7S6ay,,0,0,150000,0,22,16,1,1428,60,0,,
3449,1,25,yJrFzC0McE,nBFBZ7ZONkLc6OswKgos,1,0,0,190000,5,23,22,1,1428,90,0,,
3452,1,26,sUse$3S4Z%,qhf9RhOTHsX15m3UzA94,0,1,2,40000,3,17,1,2,1428,450,0,,
3453,0,37,exk&etBeLF,Jsdxxb8QCqG5031DdLI5,1,0,0,100000,5,18,15,1,1428,150,0,,
3454,0,21,_)nAgN9)Gz,TM4ptl78Lwzhng7PAY4G,0,0,3,130000,9,19,15,1,1428,400,0,,
3455,0,25,K*)FJ)edcZ,SYy2B7hNPyV792L5eCqu,1,0,0,10000,6,20,15,2,1428,60,0,,
3459,1,33,Nljw_d_PZV,xwVatkCS227il3xATBFE,1,,0,500000,9,24,3,1,1428,400,0,,
3461,0,32,IgSHlRCsd#,Xlh4OkBJvFkCElKYmKNQ,1,0,1,130000,0,17,10,2,1428,800,0,,
3462,0,23,IgSHlRCsd#,NW1ON108010azsYbnTXl,1,0,0,80000,9,18,6,1,1428,60,0,,
3464,,24,A&D5V21q5$,b2ZbgyfuDZYdwsGZq0N9,0,0,0,240000,8,20,4,1,1428,24,0,,
3465,1,20,(O@$+)2-Iq,TM4ptl78Lwzhng7PAY4G,1,0,0,340000,9,21,0,1,1428,600,0,,
3467,0,28,exk&etBeLF,4CdUr2g9UqwFuqdVaWdO,1,0,1,30000,4,23,17,1,1428,200,0,,
3468,0,42,!Zusbz4GJ@,JZxqPj2lkI5WfrXtLR8h,0,0,1,22000000,5,24,12,1,1428,500,0,,
3470,0,33,pi&NYvrpiu,oy7aZVGbnl73VxOs01nQ,0,0,1,390000,5,17,2,1,1428,160,0,,
3474,1,35,"",vgIXi0LgoZHQ71Mmekm1,1,0,0,120000,5,21,9,1,1428,2,0,,
3475,,25,xAZj4fx97F,"",0,0,1,60000,5,22,21,2,1428,140,0,,
3481,1,27,K*)FJ)edcZ,vgIXi0LgoZHQ71Mmekm1,0,0,0,320000,2,19,4,1,1418,50,0,,
3483,0,28,A&D5V21q5$,bDs6Xe2iNTT7AkzC2PVT,0,1,1,270000,3,21,18,1,1428,250,0,,
3484,1,36,vB5-)b$ZR+,zPz024CQIonY5H9jYIve,1,0,0,170000,7,22,8,1,1428,7,0,,
3485,0,24,"",YEKQrtjpUQRrhKaT6YRU,1,1,0,60000,2,23,12,1,1428,2000,0,,
3487,0,28,"",zPz024CQIonY5H9jYIve,0,1,0,70000,7,25,12,1,1428,600,0,,
3489,0,26,KnasAzg4Vf,vgIXi0LgoZHQ71Mmekm1,1,0,0,200000,7,27,6,1,1428,160,0,,
3490,1,1961,py_Z4O$Gg+,bDs6Xe2iNTT7AkzC2PVT,1,0,0,370000,3,19,13,1,1428,60,0,,
3491,1,28,exk&etBeLF,duj1wNy6PQygCaQYt6ze,1,0,2,260000,7,20,11,1,1428,1800,0,7122,
3492,0,36,_cbxM0a-Yi,Jw5OmlNzw1TWSySS8Kz6,0,0,0,260000,0,21,6,1,1428,500,0,,
3493,0,21,tZet+bbIC_,nBFBZ7ZONkLc6OswKgos,1,1,0,220000,2,22,17,1,1428,84,0,,
3495,0,20,ghOfqAzHdO,NW1ON108010azsYbnTXl,1,0,1,230000,9,24,15,3,1428,500,0,7122,
3497,1,27,Nljw_d_PZV,yhUtC1GSVpWWNPCI9EYo,1,0,0,30000,4,26,13,1,1424,0,0,,
3500,1,25,Y1+5*e_(9D,Jw5OmlNzw1TWSySS8Kz6,0,0,0,210000,4,11,2,1,1428,84,0,,
3501,1,27,4aQwCtPL4(,nrQMSSqhv27ILkeKQI8X,1,0,0,160000,7,12,9,1,1428,395,0,,
3502,1,40,py_Z4O$Gg+,SYy2B7hNPyV792L5eCqu,1,0,0,340000,9,13,5,1,1428,25,0,,
3503,0,21,-(Tu#R_@lh,4tn4ahgRkWMzsSCk5tnp,,0,0,10000,5,14,3,1,1428,400,0,,
3512,0,24,H#s_lw9F_R,DUPFnmZiv2kqwJJgYK0p,0,0,1,60000,1,14,12,1,1428,800,0,,
3515,0,22,WUn^8@yRRZ,"",,0,0,390000,3,17,13,1,1428,618,0,,
3516,1,22,UaSer)d$CZ,Jw5OmlNzw1TWSySS8Kz6,0,0,1,80000,1,18,6,1,1428,140,0,,
3519,0,29,YBjx-RAB9!,apqNDBwDXCytWs6F1c29,0,0,0,140000,4,21,12,1,1428,400,0,,
3521,1,23,gTkSzDk+OA,YEKQrtjpUQRrhKaT6YRU,1,1,0,130000,8,14,7,1,1428,160,0,,
3526,1,27,W@&0muZANj,zPz024CQIonY5H9jYIve,1,0,0,270000,7,19,11,2,1428,1570,0,,
3529,0,27,C_QpEX%9CB,noI8N7cvgfYPRswJVqSt,1,0,1,330000,9,22,9,1,1428,1200,0,,
3531,,31,H#s_lw9F_R,SYy2B7hNPyV792L5eCqu,0,0,1,260000,0,15,6,1,1428,300,0,,
3533,1,35,+qOE#oK7Bu,a25dNMsZKjRHnhp7WJkD,1,0,0,310000,7,17,14,1,1428,124,0,,
3534,0,33,Nljw_d_PZV,DUPFnmZiv2kqwJJgYK0p,,1,0,500000,6,18,6,2,1428,1400,0,,
3535,1,21,R6B&KN5OOi,U5K7lQEiD5wBoxQfY6Tz,0,0,0,140000,3,19,1,1,1428,6000,0,,
3536,,34,"",DAHGwLtn4JPcATVSWFHk,1,1,1,240000,7,20,16,2,1428,380,0,,
3541,1,38,-(Tu#R_@lh,oy7aZVGbnl73VxOs01nQ,0,0,1,240000,2,16,5,1,1428,1600,0,,
3543,1,23,UaSer)d$CZ,vgIXi0LgoZHQ71Mmekm1,0,0,0,360000,7,18,15,1,1428,940,0,,
3544,0,30,SSbZb5Hpun,rwanDIFAePDVZahjv9Cg,0,1,1,270000,4,19,10,2,1428,80,0,,
3546,0,29,m1o4W&JCvy,T9HRiTpDzJk0xkhhMyUc,1,0,0,340000,4,21,18,1,1428,100,0,,
3549,0,26,Y1+5*e_(9D,4CdUr2g9UqwFuqdVaWdO,,0,0,130000,3,24,21,1,1428,200,0,,
3552,0,21,Y1+5*e_(9D,4tn4ahgRkWMzsSCk5tnp,1,0,0,30000,4,18,6,1,1428,1300,0,,
3554,1,27,_)nAgN9)Gz,KO2noblmhQcxUA5YXty0,0,,1,330000,7,20,14,2,1428,200,0,,
3557,0,33,"",vgIXi0LgoZHQ71Mmekm1,1,0,0,280000,7,23,15,3,1428,300,0,,
3558,1,24,fXm+BayjVA,0AjfBYGThrZ4OWmX9WCv,0,1,1,310000,5,24,6,1,1428,1000,0,,
3559,0,34,IgSHlRCsd#,zY5grwt3TK2vXDNOXNtQ,0,0,1,60000,4,25,9,1,1428,400,0,,
3560,1,24,SSbZb5Hpun,duj1wNy6PQygCaQYt6ze,0,,0,260000,5,17,7,2,1428,50,0,,
3562,1,23,rcJgTotoi8,AACwntwTHc6JRW83FHAG,0,0,2,390000,5,19,9,1,1428,200,0,,
3566,1,26,pi&NYvrpiu,TM4ptl78Lwzhng7PAY4G,1,1,0,190000,1,23,1,1,1428,400,0,,
3568,0,24,A&D5V21q5$,2gvyGkNTz6z7lM5GuVPN,1,0,0,380000,1,25,18,3,1428,13,0,,
3569,0,23,4(*Kax8&YS,xwVatkCS227il3xATBFE,1,0,0,40000,5,26,7,2,1428,2000,0,,
3570,1,26,&UiIgr6b05,rwanDIFAePDVZahjv9Cg,0,0,0,230000,1,18,6,1,1428,400,0,,
3571,0,46,YBjx-RAB9!,Y7jY0XTUnViV2gtx79xG,1,0,0,40000,4,19,18,1,1428,563,0,,
3572,1,27,sUse$3S4Z%,bDs6Xe2iNTT7AkzC2PVT,0,0,0,200000,9,20,12,1,1428,100,0,,
3574,1,26,cN50%TMttL,jEt2cvpo9kv8BjV7S6ay,0,0,0,180000,1,22,10,1,1428,120,0,,
3581,1,32,6J4&mF&#tl,Wlb9y8b5EujLakHZQZ0D,0,,0,190000,9,20,1,1,1428,1085,0,,
3586,1,28,fXm+BayjVA,noI8N7cvgfYPRswJVqSt,0,0,0,160000,8,25,11,1,1428,44,0,,
3587,0,31,N)Eb*EJXD4,apqNDBwDXCytWs6F1c29,0,0,0,310000,9,26,25,1,1428,380,0,,
3589,1,23,gTkSzDk+OA,xr1OdesOO44Ufzhxxw59,0,0,0,300000,9,28,5,1,1428,380,0,,
3591,0,21,jso!fQ*Q7x,rwanDIFAePDVZahjv9Cg,0,0,0,260000,5,21,0,1,1428,350,0,,
3593,1,24,^+3(I8C%&b,zY5grwt3TK2vXDNOXNtQ,0,0,0,100000,2,23,5,2,1428,400,0,,
3596,0,25,N)Eb*EJXD4,nrQMSSqhv27ILkeKQI8X,0,0,2,17000000,7,26,8,1,1424,600,0,,
3597,0,23,Y1+5*e_(9D,nBFBZ7ZONkLc6OswKgos,,0,0,20000,5,27,6,1,1428,1000,0,,
3598,1,38,@bM12Da%6&,vtFJx028ksA5j1r4Gevb,0,0,1,50000,0,28,14,2,1428,590,0,,
3600,1,1900,+d)U@Ozdq@,vgIXi0LgoZHQ71Mmekm1,0,0,0,200000,8,12,0,2,1428,108,0,,
3603,0,1910,"",Y7jY0XTUnViV2gtx79xG,0,0,0,100000,4,15,3,1,1428,690,0,,
3613,1,22,m4Onx$jC_+,Jsdxxb8QCqG5031DdLI5,1,0,0,150000,5,16,13,1,1428,500,0,,
3614,1,23,sUse$3S4Z%,yhUtC1GSVpWWNPCI9EYo,1,0,1,10000,7,17,10,1,1428,460,0,,
3616,1,27,vJ#XVpcNy6,i9jqpetwkZDeguJpCWVc,1,0,0,220000,6,19,6,1,1428,230,0,,
3617,1,33,py_Z4O$Gg+,duj1wNy6PQygCaQYt6ze,1,0,0,350000,1,20,17,1,1428,400,0,,
3618,1,23,rcJgTotoi8,xr1OdesOO44Ufzhxxw59,1,0,0,320000,6,21,6,2,1428,40,0,,
3623,1,39,Y1+5*e_(9D,C6o0rm2Kne9WJe6IrQhX,1,0,0,120000,7,17,2,1,1428,692,0,,
3627,1,31,KnasAzg4Vf,xr1OdesOO44Ufzhxxw59,0,0,1,250000,6,21,15,1,1428,220,0,,
3628,0,20,4aQwCtPL4(,noI8N7cvgfYPRswJVqSt,1,0,0,180000,8,22,20,1,1428,400,0,,
3631,1,27,nR4%tYIRXv,DUPFnmZiv2kqwJJgYK0p,0,0,0,210000,8,16,15,1,1428,500,0,,
3633,0,22,(O@$+)2-Iq,Jsdxxb8QCqG5031DdLI5,0,0,1,130000,5,18,15,2,1428,165,0,,
3634,0,27,vB5-)b$ZR+,oy7aZVGbnl73VxOs01nQ,0,0,2,100000,0,19,5,1,1428,1020,0,,
3635,0,22,&UiIgr6b05,nrQMSSqhv27ILkeKQI8X,1,0,0,230000,5,20,15,3,1428,300,0,,
3637,0,1953,&qrVc7H^jE,vtFJx028ksA5j1r4Gevb,0,0,1,240000,6,22,7,1,1428,2094,0,,
3640,1,29,ghOfqAzHdO,"",1,0,1,320000,0,16,8,1,1428,180,0,,
3645,1,43,yJrFzC0McE,0AjfBYGThrZ4OWmX9WCv,1,0,0,210000,1,21,12,1,1428,490,0,,
3646,0,29,!Zusbz4GJ@,ZRg0ZwLzu2FL5jted9eX,0,0,0,100000,3,22,16,3,1428,100,0,,
3647,0,23,N)Eb*EJXD4,"",1,0,0,20000,5,23,13,1,1428,400,0,,
3653,0,29,xAZj4fx97F,AACwntwTHc6JRW83FHAG,1,,0,150000,3,20,13,2,1428,300,0,,
3654,,24,vB5-)b$ZR+,jEt2cvpo9kv8BjV7S6ay,,0,1,170000,5,21,0,2,1428,300,0,,
3655,1,23,UaSer)d$CZ,4CdUr2g9UqwFuqdVaWdO,1,,1,210000,6,22,3,3,1428,400,0,,
3658,0,29,6J4&mF&#tl,Wlb9y8b5EujLakHZQZ0D,1,0,0,300000,4,25,8,1,1428,760,0,,
3659,0,25,m1o4W&JCvy,C6o0rm2Kne9WJe6IrQhX,0,0,2,270000,6,26,19,1,1428,202,0,,
3660,1,27,6J4&mF&#tl,Y7jY0XTUnViV2gtx79xG,0,0,1,140000,8,18,6,2,1428,440,0,,
3662,0,32,N)Eb*EJXD4,C6o0rm2Kne9WJe6IrQhX,0,0,0,270000,7,20,2,1,1428,510,0,,
3663,1,34,nR4%tYIRXv,4NcOXE1hJebOzWNFGD3a,1,0,0,370000,0,21,9,1,1428,400,0,,
3664,0,1994,-(Tu#R_@lh,vtFJx028ksA5j1r4Gevb,1,0,1,80000,6,22,12,1,1428,1050,0,,
3666,,27,$pffcP&pkj,apqNDBwDXCytWs6F1c29,0,0,0,230000,6,24,18,1,1428,150,0,,
3670,0,38,Y1+5*e_(9D,jEt2cvpo9kv8BjV7S6ay,0,0,1,130000,9,19,3,1,1428,100,0,,
3671,0,31,@bM12Da%6&,C55OgTGl37GGqJVFyeYQ,0,0,0,30000,1,20,11,1,1428,65,0,,
3673,1,23,4!5PbGR!VN,Jw5OmlNzw1TWSySS8Kz6,0,1,0,90000,7,22,21,1,1428,1600,0,,
3674,1,22,-(Tu#R_@lh,YEKQrtjpUQRrhKaT6YRU,1,0,0,210000,7,23,17,1,1428,106,0,,
3675,1,24,m4Onx$jC_+,2gvyGkNTz6z7lM5GuVPN,,0,1,500000,5,24,3,1,1428,500,0,,
3680,0,36,+qOE#oK7Bu,JZ0KLFgkXP3A9WMANoni,0,0,0,360000,8,20,0,1,1428,50,0,,
3681,0,22,"",Y7jY0XTUnViV2gtx79xG,0,0,1,210000,8,21,6,3,1428,120,0,,
3682,0,22,R6B&KN5OOi,"",1,,0,380000,3,22,8,1,1428,322,0,,
3683,0,30,cN50%TMttL,bDs6Xe2iNTT7AkzC2PVT,1,1,1,20000,3,23,3,1,1428,650,0,,
3684,0,39,fXm+BayjVA,jEt2cvpo9kv8BjV7S6ay,1,0,0,310000,7,24,12,1,1428,513,0,,
3685,0,38,Nljw_d_PZV,JZ0KLFgkXP3A9WMANoni,0,,0,190000,2,25,10,1,1428,1240,0,,
3688,1,66,4aQwCtPL4(,2gvyGkNTz6z7lM5GuVPN,0,0,0,80000,9,28,20,1,1428,2000,0,,
3691,0,22,sO@*%lun08,jEt2cvpo9kv8BjV7S6ay,0,0,0,50000,8,22,17,1,1428,1000,0,,
3692,0,24,R6B&KN5OOi,U5K7lQEiD5wBoxQfY6Tz,0,1,0,380000,0,23,12,1,1428,1906,0,,
3694,0,30,zzhjn9-Ew-,Wlb9y8b5EujLakHZQZ0D,1,0,0,100000,6,25,19,1,1428,1000,0,,
3695,1,26,"",pup1FL83CRpbaMg9C534,0,1,0,310000,7,26,3,2,1428,9,0,,
3696,1,26,(O@$+)2-Iq,RD8BUJjq4e1qknku300N,0,0,0,390000,1,27,24,1,1423,10,0,,
3698,,34,IgSHlRCsd#,Xlh4OkBJvFkCElKYmKNQ,0,0,1,250000,0,29,15,1,1417,50,0,,
3700,0,23,_)nLk%PngJ,pup1FL83CRpbaMg9C534,1,0,0,310000,6,13,8,2,1428,387,0,,
3701,1,27,4(*Kax8&YS,U5K7lQEiD5wBoxQfY6Tz,1,1,1,200000,7,14,5,1,1428,5,0,,
3702,1,36,tyOjI2@FcB,vtFJx028ksA5j1r4Gevb,1,0,0,80000,4,15,12,2,1428,300,0,7122,
3703,1,23,m4Onx$jC_+,JZ0KLFgkXP3A9WMANoni,1,0,0,40000,6,16,7,1,1428,160,0,,
3705,,27,tyOjI2@FcB,RD8BUJjq4e1qknku300N,0,0,2,320000,6,18,15,1,1428,400,0,,
3707,0,28,Bg01S^%Jfy,4tn4ahgRkWMzsSCk5tnp,1,0,0,120000,0,20,7,1,1428,1472,0,,
3708,1,29,(O@$+)2-Iq,vtFJx028ksA5j1r4Gevb,,1,0,300000,0,21,12,1,1428,214,0,,
3710,1,27,&qrVc7H^jE,bDs6Xe2iNTT7AkzC2PVT,1,0,1,270000,5,14,0,2,1428,221,0,,
3711,0,39,"",Wlb9y8b5EujLakHZQZ0D,,0,0,220000,3,15,6,1,1428,200,0,,
3712,,22,_)nLk%PngJ,vtFJx028ksA5j1r4Gevb,1,0,0,240000,6,16,0,1,1428,110,0,,
3713,0,30,Bg01S^%Jfy,noI8N7cvgfYPRswJVqSt,1,,0,10000,9,17,7,3,1428,1700,0,7122,
3719,0,29,&UiIgr6b05,xwVatkCS227il3xATBFE,0,0,1,360000,2,23,16,1,1428,80,0,,
3721,0,28,H#s_lw9F_R,zY5grwt3TK2vXDNOXNtQ,0,0,1,220000,3,16,9,1,1428,450,0,,
3723,,1900,nR4%tYIRXv,noI8N7cvgfYPRswJVqSt,1,0,0,150000,9,18,15,1,1428,200,0,,
3726,1,29,4!5PbGR!VN,nrQMSSqhv27ILkeKQI8X,1,0,0,380000,9,21,9,2,1428,100,0,,
3731,0,26,+qOE#oK7Bu,jEt2cvpo9kv8BjV7S6ay,0,0,0,110000,7,17,8,1,1428,46,0,,
3732,1,22,Y1+5*e_(9D,YEKQrtjpUQRrhKaT6YRU,1,0,0,500000,7,18,6,1,1382,20,0,,
3734,0,21,gTkSzDk+OA,4CdUr2g9UqwFuqdVaWdO,0,0,1,0,8,20,14,1,1428,114,0,,
3735,0,23,xAZj4fx97F,RKcjWOC0kWGyGsDi325Q,0,0,0,0,6,21,18,1,1428,100,0,,
3736,,35,_)nLk%PngJ,C55OgTGl37GGqJVFyeYQ,1,0,0,160000,1,22,18,1,1428,1500,0,,
3739,1,28,sUse$3S4Z%,liZPCZF6tFgGEt1bTPHs,0,,0,180000,4,25,14,1,1428,400,0,,
3741,0,30,_cbxM0a-Yi,yhUtC1GSVpWWNPCI9EYo,1,0,0,380000,4,18,15,1,1428,100,0,,
3748,0,36,tyOjI2@FcB,U5K7lQEiD5wBoxQfY6Tz,0,0,2,350000,3,25,23,1,1428,550,0,,
3749,1,24,-(Tu#R_@lh,JZ0KLFgkXP3A9WMANoni,0,0,1,360000,9,26,5,1,1428,200,0,,
3752,1,33,ghOfqAzHdO,oy7aZVGbnl73VxOs01nQ,1,0,0,29000000,3,20,12,1,1428,140,0,,
3755,1,24,_)nLk%PngJ,SYy2B7hNPyV792L5eCqu,1,0,0,350000,2,23,6,1,1428,1200,0,,
3756,1,28,"",Y7jY0XTUnViV2gtx79xG,0,1,0,140000,8,24,12,1,1428,200,0,,
3760,0,59,vJ#XVpcNy6,4CdUr2g9UqwFuqdVaWdO,1,,0,380000,8,19,17,2,1428,3000,0,,
3762,0,22,jso!fQ*Q7x,4NcOXE1hJebOzWNFGD3a,0,0,1,20000,6,21,3,1,1428,100,0,,
3763,1,27,4(*Kax8&YS,liZPCZF6tFgGEt1bTPHs,0,0,0,310000,8,22,1,1,1428,40,0,,
