clnt_id,grey_goose_F0,grey_goose_F1,grey_goose_F2,grey_goose_F3,grey_goose_F4,goose_agg_0,goose_agg_1,goose_agg_2,goose_agg_3,goose_agg_4,goose_agg_5,goose_agg_6,goose_agg_7,goose_agg_8,goose_agg_9,goose_agg_10,goose_agg_11,goose_agg_12,goose_agg_13,goose_agg_14,goose_agg_15,goose_agg_16,goose_agg_17,goose_agg_18,goose_agg_19,goose_agg_20,goose_agg_21,goose_agg_22,goose_agg_23,goose_agg_24,goose_agg_25,goose_agg_26,goose_agg_27,goose_agg_28,goose_agg_29,wild_goose_A_0,wild_goose_A_1,wild_goose_A_2,wild_goose_A_3,wild_goose_A_4,wild_goose_A_5,wild_goose_A_6,wild_goose_A_7,wild_goose_A_8,wild_goose_A_9
2422,0,1,0,0,0,49,-144515,7399.6579568899,52,7247.942291097,-98058,-40000,-146626,-13700,13380.5829469422,8,-2001.18367346939,-2001.18367346939,51,13,-3284.43181818182,42,51,52,42,-109600,8,13,-40000,-13700,-40000,49,13,44,49,,,,,7800,1,-855,2,3751.09317399608,10
4438,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4949.74746830583,-14000,,,,,,,2
2091,0,0,0,1,0,122,-105806,3068.28754719253,142,3709.69413760685,-65277,-16000,-153420,-5004.16666666667,6779.37878369475,17,-414.918032786885,-494.522727272727,140,5,-1679.46031746032,90,140,142,83,-72202,15,5,-20000,-5894.23529411765,-20000,132,5,97,122,,,,,,,,,,
2186,1,0,1,1,0,44,-20781,2835.48293921906,73,2838.9143670854,-49651,-2000,-68295,-592,6349.55255453935,7,-472.295454545455,-919.462962962963,71,8,-472.295454545455,31,71,73,23,-7368,5,8,-20000,-1186,-20000,54,6,37,44,,7542.56441199483,-21000,-773.6,,,,,362.305580047194,9
3884,1,0,1,1,1,30,-129355,28338.323365797,38,27920.9328511836,-243381,-5000,-285119,-5000,83715.7890324957,3,-3306.03333333333,-6760.58333333333,37,10,-4790.92592592593,31,37,38,27,-160000,3,10,-150000,-53333.3333333334,-150000,36,9,32,30,,,-150000,-10160.2222222222,40000,,,,5773.50269189626,8
4351,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791.10147674553,17614.0299193569,-25000,,700,,,,1400.0224998192,3
4941,1,0,1,0,1,77,-123550,3238.38302644819,82,3238.38302644819,-53002,-14000,-123966,-3827.89473684211,4284.6291938243,21,-682.935064935065,-670.911392405063,79,12,-1871.9696969697,57,79,82,55,-73146,21,13,-14000,-3483.14285714286,-14000,79,12,57,77,2028.80917453236,2284.62684938024,-6500,-3075,4000,,,,1882.12055346563,10
4791,1,1,1,1,0,41,-39638,3651.0216817611,46,3651.0216817611,6495,-652,-40419,-242.5,216.677102312789,5,128.682926829268,144.333333333333,45,9,-1415.64285714286,37,45,46,34,-1301,5,9,-20000,-260.2,-20000,45,9,37,41,1416.77944649123,1707.73686497657,-4000,,,,,,1349.04239287644,5
4093,1,1,1,0,0,25,-91246,8058.15206134,32,7960.79458994049,-135130,-10500,-135304,-4796.15384615385,9491.08737623532,15,-3649.84,-4504.33333333333,31,4,-3649.84,28,31,32,23,-105850,15,4,-40000,-7056.66666666667,-40000,30,4,29,25,,11613.0446833801,-40000,,,,,,,2
3639,0,1,0,1,1,12,-38643,6242.2886555406,16,6074.73251284072,-41643,-5000,-57441,-5000,2425,3,-2470.25,-2974.5,15,6,-3513,13,15,16,12,-15000,3,6,-18000,-5000,-18000,14,5,14,12,,2236.06797749979,-10000,,,,,,,5
2696,1,0,0,1,1,62,-137955,12235.4042920333,76,11888.60706602,-122261,-10000,-140987,-3538.25,4688.26751049895,4,-1962.51612903226,-1721.98591549296,75,3,-2338.22033898305,58,75,76,51,-14153,4,3,-1e+05,-3538.25,-1e+05,71,3,62,62,,,,,,,,,4905.48879657607,1
2219,0,1,0,0,1,72,-89468,3796.5056906747,83,3749.02926826563,-72965,-28000,-93239,-2342.16666666667,5326.5624619373,30,-1007.98611111111,-986.013513513514,79,5,-1443.03225806452,60,79,83,58,-70265,30,5,-28000,-2342.16666666667,-28000,74,5,63,72,,7472.6971905864,-28000,-6982.75,23000,,,,10733.4368525029,5
4768,0,1,0,0,0,82,-206794,4611.97915327787,99,5995.69200041502,-179312,-25000,-266785,-5123.5,9668.80743246073,22,-2042.82926829268,-1992.35555555556,96,13,-2720.97368421053,64,96,99,58,-102503,20,13,-40000,-6704.68181818182,-40000,90,13,68,82,,50630.1160347506,-185000,,,,,,1925.05411179357,11
4337,1,1,0,0,1,68,-287183,12392.1743557225,81,11929.8645071179,140885,-60000,-290410,-29547.1666666667,21311.3572577315,6,1054,1929.93150684932,78,8,-5418.54716981132,59,78,81,55,-177283,6,10,-60000,-29547.1666666667,-60000,73,8,63,68,21213.2034355964,,,-7080.33333333333,1e+05,2,-164.5,,31067.8930265815,10
2703,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-280,,,,,,,7
4932,1,1,0,1,1,138,-136903,2236.53354228032,159,2226.61735014366,-116109,-9500,-152915,-2500.29166666667,2681.86550256461,26,-815.13768115942,-763.875,159,13,-1095.224,92,159,159,83,-60007,24,13,-20000,-2540.42307692308,-20000,152,12,97,138,,2695.31524439474,-9500,-252.25,5500,,,,1139.42156377699,11
4814,1,0,1,1,0,28,-63851,5928.61776146333,29,5992.0447090181,-59351,-6900,-73851,-2969.71428571429,2405.53020588572,7,-2119.67857142857,-2119.67857142857,29,3,-2455.80769230769,24,29,29,24,-20788,7,3,-30000,-2969.71428571429,-30000,28,3,25,28,,1504.0887606787,-3000,-2883.42857142857,,,,,,3
3747,1,0,0,0,0,19,-148970,23804.5289190697,22,22023.4691564297,-148641,-13000,-153120,-4977.5,3818.33602502451,10,-7823.21052631579,-7823.21052631579,22,3,-8762.94117647059,18,22,22,18,-39820,8,3,-1e+05,-4387,-1e+05,19,3,21,19,,2075.52017576317,-4000,,,,,,,3
2207,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10914.4716169761,-35000,,,,,,,4
2817,0,1,1,0,1,19,-37926,2533.64094096794,30,14035.2399345362,-32447,-10000,-184197,-3104.1,19879.2881197039,16,-1640.84210526316,-1410.73913043478,27,4,-2107,22,27,30,18,-31912,12,4,-50000,-11057,-50000,23,4,25,19,,18884.6709341327,-50000,,,,,,,2
2779,0,0,0,0,0,35,-24862,1383.43660618524,40,1359.29402943643,31383,-4000,-25962,-1192.41666666667,1426.73046077117,14,828.085714285714,825.868421052632,39,5,-1080.95652173913,34,39,40,31,-14809,13,5,-4772,-1093.5,-4772,38,4,35,35,19728.2791951047,2827.01291118382,-4000,-42,,,,,13177.0950263453,4
4660,0,0,0,1,0,79,-136602,3071.95128889451,94,3020.00595077172,-142867,-10000,-148527,-2334.15384615385,2176.99403686807,30,-1664.58227848101,-1623.48863636364,92,7,-1774.05194805195,70,92,94,63,-69552,30,7,-21000,-2318.4,-21000,88,7,74,79,,1549.79759834416,-6000,-874,,,,,1140.78569415995,7
3668,0,1,1,0,1,213,-521684,9473.71711779294,265,9119.04962666549,1088590,-20000,-618223,-1745.94736842105,3890.39498027695,26,5260.58215962441,4593.20675105485,255,19,-3220.27160493827,98,255,265,89,-35214,23,19,-1e+05,-1468.03846153846,-1e+05,237,17,105,213,157016.22565405,1577.41435759776,-6000,-4871.14285714286,11000,,,,136715.093925465,15
2545,0,0,0,0,1,87,-246782,11507.0307478992,114,11322.5664462143,-13466,-1e+05,-265467,-5834.96551724138,16920.2360907954,35,9.25287356321839,-125.85046728972,111,8,-3475.80281690141,70,111,114,60,-175114,33,8,-1e+05,-5046.11428571429,-1e+05,107,8,73,87,,3936.7240399432,-20000,-5327.5,6946,,,,25572.5755249829,8
3223,0,1,1,0,0,161,-409560,6073.33855028698,193,5890.13493725669,-325848,-40000,-475573,-7862.03571428572,10094.0423782771,34,-1685.12422360248,-1851.40909090909,189,17,-2884.22535211268,96,189,193,86,-238137,30,17,-40000,-7026.11764705882,-40000,176,16,103,161,,6788.22509939086,-9900,,20000,,,,,8
3903,0,1,1,0,1,126,-310205,10180.9854144577,139,10018.7219565044,-204702,-17000,-320484,-2695.04166666667,3398.09190089844,26,-1647.38095238095,-1550.77272727273,136,16,-2721.09649122807,89,136,139,84,-69681,25,16,-102120,-2737.73076923077,-102120,132,16,93,126,6893.58400978765,1725.61994656993,-5000,-5050,18000,4,-798.75,,7007.69578392213,13
2612,0,0,0,0,0,136,-196587,4683.68605030729,169,4567.15864101441,-106597,-10000,-262879,-1891.88888888889,2725.20708866984,32,-445.485294117647,-670.421383647799,167,12,-1739.70796460177,91,167,169,81,-54998,30,12,-40000,-1877.4375,-40000,159,10,96,136,7943.11095807604,2507.53976277641,-8400,-1619.15384615385,5000,,,1,7612.46703825355,10
2711,1,1,1,1,0,38,-312177,34025.0198817791,44,32818.8446215827,-313177,-2e+05,-314227,-13669.125,48238.9129632395,17,-8209.92105263158,-7829.425,43,6,-8437.21621621622,38,43,44,36,-219606,17,6,-2e+05,-12918,-2e+05,40,6,40,38,,70466.8751521897,-2e+05,,,,,,,4
3241,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.57764419515,-15000,,,,,,,3
2626,0,0,0,1,1,44,-76979,3407.74251090265,60,3286.244431918,-76240,-17000,-81310,-4756.90909090909,5440.28171062024,11,-1700.90909090909,-1588.33333333333,52,7,-1924.475,39,52,60,36,-52326,11,8,-17000,-4756.90909090909,-17000,48,7,43,44,,3324.19580918119,-10000,-1250,,,,,324.394512900573,9
3654,1,1,0,1,1,9,-41917,16180.1181505781,9,16180.1181505781,-38808,-1300,-41917,-1300,,1,-4312,-4312,9,6,-6986.16666666667,8,9,9,8,-1300,1,6,-40000,-1300,-40000,9,6,8,9,,3262.41219549789,-5800,-62,100,,,,21142.4927574778,8
2381,1,0,1,1,0,71,-63854,1370.21592952384,79,1370.21592952384,-39236,-6000,-70067,-1332,1601.56130745547,24,-465.112676056338,-516.263157894737,76,9,-997.71875,59,76,79,55,-34836,24,9,-6500,-1451.5,-6500,76,9,59,71,,1971.94390978378,-6000,,,,,,10528.2387890853,8
2094,0,1,1,0,0,45,-528328,28224.1328552033,47,28224.1328552033,-54258,-150000,-528328,-18434.2272727273,35235.9549012515,22,-1205.73333333333,-1205.73333333333,45,8,-13903.3684210526,39,45,47,39,-405553,22,8,-150000,-18434.2272727273,-150000,45,8,39,45,,24278.2324370031,-87800,-7,,,,,6611.44840409422,9
2728,1,1,0,0,0,11,-25732,3743.26042759355,14,3677.6813486984,-16905,-4500,-37005,-4500,,1,-2339.27272727273,-1300.38461538462,14,4,-2339.27272727273,12,14,14,10,-4500,1,4,-11173,-4500,-11173,13,4,13,11,,,-7000,,,,,,10606.6017177982,3
4354,0,0,0,1,1,209,-275250,4846.07537434133,239,4863.92662722745,-105203,-10000,-310823,-1425,2539.94701950556,31,-486.11961722488,-467.568888888889,237,13,-1753.1847133758,120,237,239,112,-39239,28,13,-40000,-1371.25806451613,-40000,225,13,125,209,,,,-713.25,1177,,,,2004.97057335014,5
4049,1,1,1,0,0,32,-76294,6502.31223983959,36,6308.76575526772,-69494,-33000,-77344,-6034,13219.5887379298,6,-2171.6875,-2171.6875,34,4,-2543.13333333333,21,34,36,21,-36204,6,5,-33000,-6034,-33000,32,4,22,32,,98.9949493661167,-740,,,,,,1272.79220613579,6
4734,0,1,1,0,0,21,-83983,7524.07805417777,21,7524.07805417777,-76034,-27000,-83983,-12089,11165.1513648495,5,-3620.66666666667,-3620.66666666667,21,7,-4665.72222222222,20,21,21,20,-60445,5,7,-27000,-12089,-27000,21,7,20,21,,,-3000,-1476.5,,,,,,5
3917,0,0,0,0,1,165,-211935,4700.25595885277,201,4592.53316335914,-161049,-35000,-252703,-2165.96363636364,5194.58007187324,74,-861.969696969697,-856.643617021277,198,9,-1535.76086956522,106,198,201,96,-142873,71,9,-35000,-1978.01351351351,-35000,188,9,111,165,11442.1855915341,1593.96414307033,-6000,-12123.3,40032,,,,8853.6481448996,7
3607,0,1,0,0,1,102,-84318,3365.5181643078,106,3331.13339477454,26221,-4000,-84440,-961.333333333334,850.944964926248,21,234.813725490196,254.572815533981,105,10,-926.571428571429,63,105,106,62,-20188,21,10,-31000,-961.333333333334,-31000,103,10,65,102,,618.239435817548,-2000,,3000,,,,29457.2680584379,9
3819,0,0,0,1,1,39,-104199,6786.75919700026,80,6007.69678953355,6427,-5000,-128983,-1583.5,3249.52189213622,14,-702.538461538461,112.754385964912,73,13,-3256.21875,43,73,80,34,-33002,14,13,-40000,-2357.28571428571,-40000,57,10,50,39,48606.4724770958,4403.80709213765,-12000,-19000,,1,-4000,,33141.753756486,15
4412,0,0,1,1,1,182,-174537,2391.59199561187,212,2374.30799972487,-146190,-12000,-189408,-1703.11538461538,2805.57193793435,31,-772.28021978022,-734.623115577889,208,13,-1020.68421052632,112,208,212,102,-46081,30,13,-18000,-1680.03225806452,-18000,199,12,116,182,,1776.58168294916,-5000,-18000,1100,,,,,11
4881,0,0,0,1,0,53,-26647,1278.51145278482,53,1278.51145278482,-4147,-9183,-26647,-4641.5,6422.65089351741,2,-78.2452830188679,-78.2452830188679,53,11,-522.490196078431,27,53,53,27,-9283,2,11,-9183,-4641.5,-9183,53,11,27,53,,86.4889202923319,-200,-2600,15000,,,,7071.06781186548,3
4152,0,1,1,1,1,30,-54682,4341.56666734304,33,4288.32152996192,-63066,-11000,-74342,-2668.35714285714,3076.89994353083,16,-1452.2,-1970.8125,33,5,-2103.15384615385,29,33,33,27,-39857,15,5,-17000,-2501.0625,-17000,32,5,30,30,,1813.45064396449,-5000,-17000,,,,,,2
3796,1,1,1,0,1,26,-64785,12466.2774505587,27,12466.2774505587,-55585,-60000,-64785,-20133.3333333333,34525.5823025961,3,-2137.88461538462,-2137.88461538462,26,2,-2816.73913043478,23,26,27,23,-60400,3,2,-60000,-20133.3333333333,-60000,26,2,23,26,,,-270000,,,,,,,3
3940,1,1,1,1,1,84,-51535,1298.99441069659,90,1298.99441069659,6987,-4000,-52413,-993.2,1137.76191612208,10,84.3452380952381,78.5056179775281,89,10,-696.418918918919,66,89,90,61,-9932,10,10,-8400,-993.2,-8400,89,10,66,84,3130.89444089065,5783.14941564165,-20000,,,,,,2386.71650066476,6
2105,1,0,0,0,1,132,-125592,2804.08042001949,158,2727.59704912792,-100445,-30000,-145450,-2491.16666666667,6124.07289781135,21,-655.727272727273,-722.625899280576,147,13,-996.761904761905,84,147,158,78,-46941,20,13,-30000,-2241.28571428571,-30000,139,13,88,132,,1597.56348572102,-5000,-911.571428571429,,2,-1200,,,9
3604,0,1,1,0,0,45,-79932,4493.82431484891,57,4405.75598761287,-30476,-10000,-84943,-2578.25,3052.9540954281,14,-582.777777777778,-564.37037037037,56,10,-2220.33333333333,37,56,57,31,-31043,14,10,-28500,-2217.35714285714,-28500,54,9,39,45,353.553390593274,3171.7976621348,-10000,-666.833333333333,8000,,,,2823.41637028618,11
3961,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10870.9654060242,-40000,-1309,,,,,9085.0228581624,8
4137,0,0,0,0,0,215,-403559,6185.8342866347,232,6170.94047393429,-8341,-17600,-421514,-1717.78787878788,3106.32217941941,35,-56.1209302325581,-36.4235807860262,230,14,-2506.57763975155,114,230,232,106,-57694,35,14,-48000,-1648.4,-48000,229,14,115,215,,5967.49975013465,-17600,-1363.625,63200,,,,12311.477311842,11
2159,0,0,1,0,1,32,-77464,7747.74995940741,36,7635.57952312875,-72823,-34000,-97771,-9588.42857142857,12179.0530739371,9,-1645.875,-2080.65714285714,36,8,-2979.38461538462,29,36,36,26,-85119,8,8,-34000,-9474.55555555555,-34000,35,8,30,32,,12582.4785808717,-34000,-1500,,,,,141.42135623731,4
2678,1,0,1,1,1,114,-118822,1764.61580796841,144,1739.75506912362,-110636,-5000,-158398,-1445.47368421053,1343.52987313271,50,-742.947368421053,-864.34375,139,15,-1142.51923076923,86,139,144,75,-64164,45,15,-13000,-1492.66,-13000,128,13,92,114,8485.28137423857,1298.19014882258,-4000,-4999,,,,,7234.17813807024,13
2444,1,0,0,1,0,117,-231341,11832.8453934555,124,11728.8874845572,-197665,-1e+05,-231857,-9492.52380952381,25668.80814183,21,-1707.60683760684,-1633.59504132231,123,10,-2162.06542056075,75,123,124,71,-199343,21,10,-1e+05,-9492.52380952381,-1e+05,121,10,77,117,,1196.82451373068,-2800,,,,,,1453.81154211954,8
2802,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20915.4727414897,30189.9320966444,-60000,-4166.8,27887,1,-633,,23531.03419662,14
2396,1,0,1,0,1,107,-151396,2798.67791250645,124,2746.16503754447,-121504,-10000,-169621,-3573.25,3450.53754674136,22,-1055.11214953271,-1029.69491525424,123,10,-1560.78350515464,78,123,124,70,-74715,22,10,-20000,-3396.13636363636,-20000,118,10,82,107,16589.1530826622,4356.90260136462,-13000,-2000,500,,,,12797.704872359,12
4709,0,0,1,1,1,92,-68106,1819.5669554687,102,1797.25870341194,-985,-5000,-73581,-1942.66666666667,2112.57946596099,11,6.42391304347826,-10.0510204081633,102,12,-830.560975609756,69,102,102,64,-18494,10,12,-10000,-1954,-10000,98,12,72,92,,1407.14249456123,-3000,-3510,3510,,,,148.492424049175,9
4243,0,1,1,0,1,76,-42501,1022.46274004413,89,1051.39185354076,17495,-8000,-50249,-700.708333333334,1218.50036195583,57,244.986842105263,218.6875,87,6,-574.337837837838,62,87,89,59,-34758,52,6,-8000,-719.473684210526,-8000,80,6,67,76,,2300.64613555098,-8400,,,,,,,5
2912,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.855974290335,1878.07561083147,-3000,,500,,,,529.489961234034,6
3271,0,1,1,1,1,172,-213900,4019.67262815974,193,3960.84553822,-128309,-40000,-220033,-3598.32,8565.53419748699,26,-793.220930232558,-693.562162162162,190,10,-1426,102,190,193,93,-90142,26,10,-40000,-3467,-40000,185,10,106,172,671.75144212722,303.134953444831,-900,-1202,5000,,,,3884.79808570107,7
3953,1,0,0,1,1,285,-461137,6892.05829523754,334,6774.40702572441,-162630,-51000,-507386,-4212.42857142857,8962.94518958358,34,-479.912280701754,-506.635514018692,332,13,-1889.90573770492,141,332,334,129,-129339,33,13,-80000,-3848.20588235294,-80000,321,13,148,285,,1119.60514955456,-3300,-10205.7692307692,47000,,,,3690.27822958713,11
4547,0,1,1,1,1,53,-133986,8151.66915933573,64,7900.96167474938,-129686,-16000,-178027,-2677.54166666667,3818.78465718303,27,-1854.45283018868,-2357.92727272727,60,8,-2791.375,42,60,64,40,-68261,25,8,-50000,-2974.14814814815,-50000,55,8,45,53,8578.169968006,3376.97651905612,-12000,-3025.5,4653,,,,6653.47452597943,8
3245,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553.24825793863,4659.80843826425,-18000,-3576.5,750,,,,3155.38452730432,9
2841,0,0,0,0,1,59,-44710,1368.16505859162,69,1325.87041213774,25620,-4000,-46780,-1121.26086956522,1728.10977853453,24,434.237288135593,434.237288135593,65,10,-912.448979591837,46,65,69,46,-25789,23,10,-8000,-1127.45833333333,-8000,59,9,50,59,1873.22137862382,2499.96182193071,-8000,,,,,,3106.72657309909,6
4825,1,1,0,0,1,56,-50419,3020.14859855098,65,2941.54303701924,-25072,-11000,-51541,-3727.66666666667,6298.0311473772,3,-528.785714285714,-417.866666666667,63,6,-1008.38,51,63,65,47,-11183,3,6,-18500,-3727.66666666667,-18500,60,6,54,56,,5185.79202404673,-11000,-694.5,,,,,5478.66334063337,6
3726,0,1,0,1,0,94,-127322,7343.65082562629,102,7218.59099483773,-102618,-60000,-155750,-7980.27272727273,17405.0735062053,13,-800.191489361702,-1047.12244897959,102,11,-1611.67088607595,68,102,102,64,-113783,12,11,-60000,-8756.38461538462,-60000,98,11,71,94,2626.9437248128,9879.15790222744,-26000,,4500,,,,5029.84600019864,9
4323,1,1,0,1,1,59,-122472,6573.29225904096,81,6300.20756970158,-98698,-50000,-132065,-7199.08333333333,12138.3151773872,15,-1610.22033898305,-1409.97142857143,77,9,-2310.79245283019,56,77,81,48,-86689,13,9,-50000,-6061.6,-50000,70,8,60,59,4596.19407771256,16253.1474293784,-50000,-3700,7500,,,,3860.84053888097,6
2780,1,0,0,0,1,43,-58080,2721.90075980226,44,2721.90075980226,-23466,-10000,-58100,-3335,3715.53138252733,12,-545.255813953489,-533.318181818182,44,4,-1815,38,44,44,37,-40020,12,4,-10000,-3335,-10000,44,4,38,43,,2358.67194271127,-5000,-1000,2150,,,,1082.82039138539,4
4498,0,1,0,1,1,28,-36925,1841.39868531493,33,1841.39868531493,27364,-8000,-39636,-3114.33333333333,3106.10094276839,6,1074.10714285714,829.212121212121,33,8,-1420.19230769231,29,33,33,24,-18686,6,8,-8000,-3114.33333333333,-8000,33,7,29,28,,4586.69950327393,-8057,,30000,,,,,6
3929,1,0,0,0,1,86,-206827,5133.14772719825,93,5084.70501036757,-117849,-33000,-214868,-6539.5,7892.89892456082,21,-1280.11627906977,-1295.04395604396,93,16,-2757.69333333333,68,93,93,63,-132790,21,16,-33000,-6323.33333333333,-33000,91,15,70,86,55861.4357137373,10871.8932778263,-33000,-75,16500,,,,31559.159328157,10
3967,1,0,1,0,0,43,-80310,2806.82419565917,49,2806.82419565917,91355,-10000,-88645,-2636.4,11220.8379500047,27,2085.81395348837,1903.22916666667,48,4,-2059.23076923077,38,48,49,34,-67195,27,4,-10000,-2488.7037037037,-60000,48,4,38,43,,3414.51061542604,-10000,,2000,1,-54,,76741.9919817914,4
4840,1,0,0,1,1,38,-332509,58971.8228399137,42,57947.7394002647,-245058,-2000,-333199,-1098.83333333333,891.681317191614,7,-6464.94736842105,-5977.0243902439,42,8,-12788.8076923077,37,42,42,35,-6593,6,8,-312700,-1013.28571428571,-312700,41,7,38,38,642.910050732864,1060.66017177982,-2000,-569,2197,1,-280,,748.31960958887,9
3331,0,1,1,0,0,101,-291301,21699.5659446588,122,21145.5623484094,-169446,-20000,-297393,-1945.97222222222,3627.39152499558,38,-1787.75247524752,-1512.91071428571,117,7,-4102.83098591549,82,117,122,77,-70055,36,7,-186000,-1852.47368421053,-186000,112,7,85,101,6544.23683071056,4137.73812607806,-10000,,,,,,2278.89271357824,5
4944,0,0,0,1,0,16,-12572,1558.90080961251,24,2444.36162444967,-16991,-127,-29553,-127,,1,-785.75,-809.095238095238,23,8,-785.75,18,23,24,15,-127,1,8,-10000,-127,-22144,21,8,20,16,,,-127,-1406,,,,,,5
4460,1,0,0,0,1,110,-141847,2715.30507494094,141,2730.06772797239,-92318,-12000,-195491,-2010.6,4935.20561861649,22,-805.281818181818,-710.138461538462,135,13,-1447.41836734694,78,135,141,70,-64712,22,13,-22000,-2941.45454545455,-22000,130,12,81,110,10210.2889283311,5325.24055242357,-22000,-693.818181818182,57921,,,,12866.3996092443,10
2285,1,1,1,0,1,150,-152915,2318.90753619603,169,2303.45799147692,13217,-20000,-166604,-1905.54237288136,4738.01930769559,64,-515.96,80.5914634146342,167,13,-1132.7037037037,101,167,169,91,-114569,62,13,-20000,-1841.703125,-30000,164,12,103,150,41271.2365116433,6628.07585091252,-30000,-300.333333333333,6000,,,,33514.9230386363,10
3217,1,0,1,1,1,59,-50078,1820.8279217513,68,1808.82664161159,-35565,-1500,-54318,-1087.66666666667,1228.36855218619,4,-608.728813559322,-538.863636363636,67,10,-944.867924528302,52,67,68,46,-6563,4,10,-8200,-1640.75,-8200,66,10,53,59,,1244.66046240196,-3300,-3820,2610,,,,3146.62517628014,10
2142,1,0,1,1,1,123,-142181,4282.24549412763,164,4162.51905789034,-112868,-40000,-164111,-2298.34146341463,6086.88153680826,50,-810.268292682927,-789.286713286713,158,4,-1465.78350515464,79,158,164,68,-104092,48,4,-40000,-2127,-40000,143,4,87,123,1413.42906981023,3072.58628620211,-13000,-623.351851851852,,,,,1382.19050085188,4
3557,1,0,0,0,0,162,-501389,5741.35890515814,185,5698.12536700926,-460914,-30000,-568026,-5497.64285714286,6919.55527463064,63,-2467.83333333333,-2532.49450549451,185,14,-3387.76351351351,105,185,185,94,-334504,62,14,-30000,-5357.20634920635,-30000,182,13,108,162,238.856302687062,7388.82395622226,-30000,-1141.85714285714,,,,,238.856302687062,11
3900,1,1,0,0,0,11,-58219,11790.8492677392,11,11790.8492677392,-58219,-40000,-58219,-9429.16666666667,15250.068988915,6,-5292.63636363636,-5292.63636363636,11,2,-5292.63636363636,10,11,11,10,-56575,6,2,-40000,-9429.16666666667,-40000,11,2,10,11,,25455.8441227157,-40000,,,,,,,2
4023,0,0,0,0,0,76,-174351,12495.083362854,91,12073.0644893427,-51112,-30000,-179169,-3651.33333333333,6661.18603910888,20,-700.223684210527,-615.807228915663,89,9,-2767.47619047619,62,89,91,55,-56991,18,10,-1e+05,-2868.45,-1e+05,83,9,66,76,9261.29010091647,3572.13769014296,-16804,-2167.25,26100,,,,13481.4237544471,7
2484,0,1,1,1,1,118,-93408,1877.00324576284,123,1877.00324576284,-49374,-8400,-95299,-2797.16666666667,2685.52423378684,13,-409.169491525424,-401.414634146342,123,14,-864.888888888889,79,123,123,75,-34566,13,14,-15000,-2658.92307692308,-15000,123,14,79,118,,368.349471742981,-1000,,,,,,48.7903679018718,9
3206,1,1,0,1,0,300,-584881,9677.61767361057,346,9492.43391995208,-234667,-1500,-617932,-672.625,436.958363132131,9,-766.543333333333,-722.052307692308,338,15,-2587.96902654867,129,338,346,117,-5381,8,15,-135556,-620.111111111111,-135556,325,14,134,300,,,,-927,,,,,,3
4346,0,1,1,0,0,20,-6094,595.862307673411,20,595.862307673411,6506,,-6094,,,,325.3,325.3,20,1,-358.470588235294,17,20,20,17,,,1,-2000,,-2000,20,1,17,20,,,,,,,,,1697.05627484771,1
4062,0,1,1,1,1,32,-32283,3010.78804676809,46,2886.80426543531,-22808,-8000,-47178,-2226.5,2684.4946584839,7,-345.5625,-584.820512820513,43,4,-1403.60869565217,31,43,46,25,-13359,6,4,-13000,-2051.28571428571,-13000,39,4,34,32,,698.15915091045,-2000,-1425,8684,,,,800.368010593222,6
4893,0,0,1,1,1,127,-232092,7815.40435494904,147,7674.72969424227,-198621,-80000,-239475,-3591.075,11700.7167180658,46,-1522.51968503937,-1418.72142857143,145,6,-1934.1,88,145,147,81,-145833,45,6,-80000,-3171.19565217391,-80000,140,6,92,127,,276.801222299806,-909,,,,,,,4
4586,0,0,0,1,1,255,-692007,20447.2000929809,270,20198.4150443185,-684527,-280000,-792409,-10658.4642857143,53313.2913093071,30,-2304.10588235294,-2612.69847328244,268,12,-2982.78879310345,124,268,270,117,-394437,29,12,-280000,-13197.9,-280000,262,12,129,255,,42609.1539460713,-96000,,6000,,,,1516.57508881031,10
4140,1,0,1,1,0,27,-51313,7217.29359884673,37,6990.35383755312,-51348,,-60296,,,,-1605.2962962963,-1510.23529411765,37,2,-2231,27,37,37,21,,,2,-40000,,-40000,34,2,28,27,,,,,,,,,672.458548908407,2
2727,1,1,0,0,0,82,-177277,6642.94713193938,98,6642.94713193938,-138287,-25000,-212277,-8167.25,11415.9493939007,13,-1259.59756097561,-1666.10843373494,83,7,-2428.45205479452,59,83,98,58,-133007,13,8,-35000,-10231.3076923077,-35000,83,7,59,82,,12992.3054151294,-35000,,,2,-157,,4836.51705259064,7
3701,0,1,0,0,0,67,-187047,8224.58109309744,75,8167.95112527158,-172940,-45000,-199391,-6226.25,11266.3742221837,21,-2508.89552238806,-2337.02702702703,75,9,-3016.88709677419,59,75,75,54,-128925,21,9,-45000,-6139.28571428572,-45000,74,9,60,67,,8526.16180433121,-30000,,,,,,24138.1979512418,8
